DATA,VALE5,GOLL4,AMBV4,ITUB4,BBDC4,BVMF3,RAPT4,MYPK3,GOAU4,LLXL3,CSAN3,DOLAR
03/08/2009,28.27,14.02,23.06,29.38,21.99,10.55,7.87,9.92,25.93,5.24,16.54,1.84
04/08/2009,28.27,14.27,23.05,30.24,22.47,10.73,7.81,9.59,25.93,5.08,17.19,1.83
05/08/2009,28.33,14.17,23.07,30.55,22.69,11.02,7.59,9.48,25.8,5.12,18.38,1.82
06/08/2009,27.98,14.22,22.89,29.3,22.02,11.28,7.49,9.52,25.24,5.08,18.75,1.83
07/08/2009,28.26,15.66,23.23,29.08,22.25,11.41,7.43,9.31,26.28,5.16,18.52,1.82
10/08/2009,28.29,15.81,23.21,28.72,22.01,11.17,7.27,9.21,26.94,5.04,18.53,1.84
11/08/2009,27.67,15.76,23.74,28.28,21.85,10.93,7.06,8.78,26.9,4.93,17.91,1.85
12/08/2009,27.91,17.74,23.57,27.6,21.23,10.62,7.29,8.55,25.9,4.69,17.21,1.84
13/08/2009,28.62,18.57,23.07,28.58,21.57,10.67,7.33,9.25,25.61,4.84,18.44,1.83
14/08/2009,28.87,18.24,23.4,28.96,21.85,10.9,7.43,9.26,25.71,4.85,18.45,1.84
17/08/2009,27.66,18.28,23.74,29.34,22.21,11.03,7.87,9.11,26.23,4.79,18.21,1.87
18/08/2009,27.55,19.84,24.08,29.13,22.25,11.09,7.94,9.02,26.55,4.83,18.03,1.86
19/08/2009,27.5,20.32,23.94,29.39,22.15,10.62,7.63,9.13,26.78,4.8,18.64,1.84
20/08/2009,27.77,19.73,23.94,29.76,22.32,10.53,7.64,9.28,26.16,4.68,18.82,1.84
21/08/2009,28.39,19.73,24.11,30.41,22.69,10.71,7.63,9.26,26.14,4.83,19.39,1.83
24/08/2009,28.74,19.67,24.08,30.18,22.69,10.83,7.69,9.26,26.75,5.06,19.68,1.83
25/08/2009,28.57,18.15,24.22,30.15,22.84,10.86,7.54,9.36,26.69,5.2,20.55,1.84
26/08/2009,28.57,18.34,24.08,29.96,22.58,10.51,7.31,9.12,26.02,5.15,20.27,1.87
27/08/2009,28.53,18.14,23.45,29.1,22.32,10.17,7.45,8.92,25.48,5.03,19.98,1.87
28/08/2009,28.74,17.84,23.35,29.02,22.13,9.96,7.61,9.16,24.95,5.15,19.83,1.87
31/08/2009,28.15,17.2,23.4,28.88,22.19,10.22,7.72,8.75,25.38,5.5,19.75,1.89
01/09/2009,27.87,17.88,23.36,29.61,22.87,10.43,7.68,8.96,26.09,5.61,19.22,1.88
02/09/2009,27.55,17.43,23.55,29.99,23.16,10.79,7.99,9.09,26.91,5.88,18.91,1.9
03/09/2009,27.85,17.93,23.77,30.37,23.31,10.71,7.9,9.47,26.47,5.72,19.02,1.87
04/09/2009,28.27,17.97,23.73,30.54,23.47,10.76,8.19,9.59,27.2,5.93,19.19,1.85
08/09/2009,28.91,18.36,23.67,30.87,23.76,10.76,8.14,9.86,27.05,6.07,19.25,1.83
09/09/2009,28.87,18.17,23.91,30.93,23.88,10.79,8.07,10.66,27.03,6.07,18.91,1.83
10/09/2009,29.43,17.97,24.42,31.39,24.13,10.75,8.08,10.82,27.02,5.97,19.07,1.83
11/09/2009,29.22,18.03,24.94,31.81,24.61,10.94,8.04,10.64,28.07,6,19.35,1.82
14/09/2009,29.51,18.44,24.99,31.82,24.7,10.99,8.18,11.06,28.25,5.8,19.18,1.82
15/09/2009,29.81,18.2,25.1,32.01,24.79,11.19,8.24,11.15,28.64,6.09,19.14,1.81
16/09/2009,30.24,18.59,25.22,31.77,24.59,11.19,8.49,11.09,28.78,6.2,19.2,1.8
17/09/2009,29.94,18.39,25.06,31.91,24.68,11.09,8.39,10.87,29.2,6.31,19.87,1.81
18/09/2009,30.33,18.63,25.02,31.39,24.26,11.12,8.41,10.68,28.22,6.15,19.11,1.8
21/09/2009,30.88,18.44,24.98,31.07,24.09,11.46,8.2,10.54,28.21,6.21,18.83,1.82
22/09/2009,31.67,18.44,24.7,31.24,24.24,11.57,8.34,10.54,28.03,6.23,18.72,1.81
23/09/2009,31.28,17.74,25.03,31.93,24.71,12.12,8.46,10.87,28.22,6.26,18.85,1.79
24/09/2009,30.93,17.82,24.94,32.99,25.35,12.07,8.37,10.68,27.97,6.38,18.75,1.79
25/09/2009,31.03,18.43,25.33,33.46,25.9,11.81,8.33,11.23,27.93,6.48,18.78,1.8
28/09/2009,31.48,18.39,25.81,33.61,25.74,11.65,8.11,10.93,27.32,6.63,18.5,1.79
29/09/2009,31.25,18.17,25.98,33.75,26.04,11.65,8.24,10.73,28.02,6.75,18.62,1.79
30/09/2009,31.31,18.2,26.38,34.41,26.94,11.96,8.37,10.84,29.3,6.85,19.59,1.78
01/10/2009,30.52,17.64,27.14,33.94,26.54,11.98,8.27,11.3,29.92,6.83,20.07,1.78
02/10/2009,31.29,18.18,26.76,32.86,25.48,12.02,8.36,11.75,30.24,7.1,19.44,1.78
05/10/2009,31.77,18.22,27.19,33.42,26.13,12.43,8.56,11.7,30.49,7.64,19.59,1.77
06/10/2009,31.83,17.99,27.43,33.75,26.39,12.52,8.37,11.58,30.8,7.87,19.65,1.75
07/10/2009,32.5,17.67,27.61,33.84,26.68,12.48,8.56,11.54,31.75,8.2,20.02,1.76
08/10/2009,33.02,16.91,27.93,34.78,27.34,12.44,8.47,11.54,33.81,7.95,19.44,1.74
09/10/2009,33.16,17.53,28.15,34.64,27.33,12.63,8.62,11.73,35.41,7.65,19.55,1.74
13/10/2009,33.05,17.54,27.85,34.31,26.94,12.44,8.74,11.4,34.29,7.63,19.87,1.73
14/10/2009,34.57,18.63,28.58,34.71,27.14,12.25,8.83,11.21,35.32,7.87,19.73,1.71
15/10/2009,34.81,19.13,28.08,34.03,26.46,11.22,8.62,10.49,34.35,7.98,19.14,1.7
16/10/2009,34.77,19.07,27.82,33.75,26.46,11.31,8.56,10.47,34.36,7.8,18.88,1.71
19/10/2009,35.85,18.54,28.58,34.41,27.13,11.52,8.62,10.71,34.99,7.58,18.92,1.71
20/10/2009,35.07,18.04,28.36,34.08,26.86,11.08,8.52,10.85,33.53,7.55,18.43,1.75
21/10/2009,35.31,17.75,28.27,34.03,26.64,10.9,8.24,11.11,33.57,7.35,18.15,1.74
22/10/2009,36.11,18.45,27.89,33.15,26.16,10.4,8.26,10.59,32.02,7.05,17.27,1.73
23/10/2009,35.5,18.61,26.99,30.94,24.73,10.22,7.91,10.45,29.48,6.6,17.76,1.71
26/10/2009,35.95,19.52,28.58,32.94,26.16,10.81,8.43,10.78,31.74,7.28,18.53,1.72
27/10/2009,34.34,18.73,27.67,31.41,25.4,10.31,8.37,10.77,30.14,6.98,17.81,1.73
28/10/2009,32.78,17.59,27.54,33.07,25.94,10.27,8.46,10.92,31.04,7.05,18.18,1.74
29/10/2009,35.59,18.73,27.71,34.14,25.76,10.85,8.9,11.06,31.86,7.14,18.24,1.74
30/10/2009,34.16,18.09,28.29,34.42,25.92,11.18,9.12,11.16,32.48,7.08,18.9,1.74
03/11/2009,35.47,18.16,28.23,34.27,25.73,11.12,9.06,11.1,31.69,7.08,19.02,1.76
04/11/2009,36.01,18.93,28.95,35.03,26.1,11.5,9.18,11.37,32.55,7.47,19.48,1.73
05/11/2009,36.28,19.23,29.55,35.48,26.25,11.27,8.96,11.16,32.38,7.51,19.18,1.72
06/11/2009,36.03,19.77,30.26,35.5,26.21,11.47,8.81,11.39,32.71,7.38,19.68,1.72
09/11/2009,37.24,20.32,28.92,34.47,25.66,10.89,8.75,11.21,31.06,7.15,19.78,1.7
10/11/2009,36.93,20.72,28.76,35.62,25.88,10.92,9.02,11.4,31.37,7.25,20.16,1.71
11/11/2009,36.66,20.38,29.45,35.87,26.47,11.16,9.17,11.04,32.03,7.43,20.55,1.71
12/11/2009,35.16,19.92,29.81,36.09,26.76,11.17,9.07,11.4,32.08,7.75,20.09,1.73
13/11/2009,35.59,20.57,29.79,35.64,26.5,10.83,8.96,11.39,31.49,7.68,20.12,1.73
16/11/2009,36.93,21.2,28.94,34.79,25.94,10.74,8.79,11.16,31.62,7.79,19.54,1.71
17/11/2009,37.5,21.99,29.1,35.54,26.36,10.7,8.81,11.58,31.79,7.84,19.3,1.72
18/11/2009,36.63,21.78,29.18,35.72,26.62,10.82,8.87,11.87,32.06,7.82,18.96,1.71
19/11/2009,36.8,22.39,28.83,36.38,26.73,10.86,9.12,12.03,32,8.14,19.97,1.73
23/11/2009,37.12,22.9,28.94,35.19,26.13,10.54,9.06,11.98,31.76,8.05,20.01,1.72
24/11/2009,37.32,23.1,29.1,35.4,26.33,10.73,9.06,11.83,31.76,8.09,20.4,1.73
25/11/2009,37.56,23.19,29.01,35.59,26.84,10.74,9.36,11.98,31.28,8.9,19.78,1.73
26/11/2009,36.79,22.8,29.01,36.92,27.35,10.97,9.3,12.11,32.48,8.9,20.07,1.74
27/11/2009,37.15,22.89,29.25,37.34,27.4,11.13,9.37,12.07,32.94,8.79,21.17,1.74
30/11/2009,36.69,24.79,29.12,36.92,27.47,10.95,9.55,12.11,33.32,8.82,21.36,1.75
01/12/2009,37.15,24.16,29.05,36.87,27.4,10.96,9.43,11.97,33.22,8.86,21.28,1.73
02/12/2009,36.81,24.87,29.84,37.57,28.36,11.02,9.59,11.92,33.75,8.9,21.5,1.72
03/12/2009,36.63,24.73,29.52,37.39,28.21,10.94,9.84,11.92,33.04,9,21.11,1.71
04/12/2009,35.81,24.91,29.63,37.38,28.21,10.89,10.15,11.87,33.56,9.23,21.14,1.71
07/12/2009,35.98,26.26,29.14,37.56,28.53,10.91,9.9,11.92,34.31,9.09,21.13,1.73
08/12/2009,35.62,27.05,29.52,37.53,28.68,10.99,9.86,11.87,34.36,9.06,21.1,1.75
09/12/2009,35.94,26.17,29.77,37.32,28.44,10.98,9.65,11.91,33.6,9.08,21.94,1.76
10/12/2009,36.61,26.86,29.97,37.63,28.5,11.02,9.61,11.87,33.81,8.96,22.46,1.76
11/12/2009,36.97,27.1,29.43,37.15,27.77,11.06,9.68,11.68,32.75,8.78,21.98,1.75
14/12/2009,37.39,26.27,29.73,36.14,27.09,10.95,9.61,11.32,31.95,8.55,21.3,1.75
15/12/2009,37.41,25.47,29.49,36.1,26.84,10.89,9.47,11.04,31.8,8.8,21.53,1.76
16/12/2009,37.17,25.91,28.72,35.79,26.8,10.65,9.24,11.4,31.13,8.53,20.93,1.75
17/12/2009,35.89,25.23,29.83,35.83,27.03,10.87,9.56,11.72,32.75,8.59,22.33,1.78
18/12/2009,35.89,24.21,29.57,35.53,26.8,10.89,9.52,11.85,33.04,9.05,22.75,1.79
21/12/2009,35.42,24.16,29.77,35.56,26.91,10.98,9.46,11.9,33.18,9.35,23.43,1.78
22/12/2009,36.42,25.32,30.7,36.22,27.1,11.12,9.49,11.88,33.55,9.82,24,1.78
23/12/2009,36.51,26.02,30.63,36.3,27.16,11.16,9.79,12.08,33.3,10.11,24.58,1.78
28/12/2009,36.71,25.61,31.17,37.82,28.15,11.79,9.9,12.23,34.11,9.97,24.48,1.74
29/12/2009,36.72,25.72,31.04,38.07,28.01,11.84,9.96,12.45,34.52,9.75,24.49,1.74
30/12/2009,36.54,25.85,31.18,37.74,27.78,12.28,10.01,13.13,34.87,9.56,23.79,1.74
04/01/2010,37.69,26.07,31.08,37.35,27.71,12.58,9.82,13.47,34.18,9.57,22.52,1.72
05/01/2010,38.22,25.85,31.15,36.79,27.68,12.28,9.99,13.6,34.24,9.59,22.72,1.72
06/01/2010,38.97,26.15,31.02,36.47,27.7,12.39,9.73,14.01,34.81,9.52,22.8,1.73
07/01/2010,39.23,26.43,31.42,36.13,27.78,12.28,10.01,14.17,34.25,9.4,22.32,1.74
08/01/2010,39.45,27.7,31.92,36.24,27.93,12.48,9.96,13.84,34.33,9.55,22.13,1.74
11/01/2010,39.62,27.78,32.71,35.74,27.34,12.48,9.68,13.77,33.97,9.53,22.66,1.73
12/01/2010,39.7,27.26,31.82,35.14,26.95,12.4,9.46,13.75,33.16,9.49,22.49,1.74
13/01/2010,40.28,27.55,31.77,35.45,27.19,12.32,9.68,13.39,33.13,9.65,22.38,1.74
14/01/2010,40.16,26.57,32.12,35.35,27.43,12.29,9.76,13.98,33.28,9.57,22.58,1.76
